filename,width,height,class,xmin,ymin,xmax,ymax
glass199_jpg.rf.d9148c78af5910f1ac02744fe236ca83.jpg,384,384,glass,3,0,383,368
glass419_jpg.rf.1c06e66a33aa524799378ffcf05c1acf.jpg,384,384,glass,43,28,282,342
trash77_jpg.rf.00e535a3e908e336067a9636b5efde47.jpg,384,384,trash,114,7,372,295
trash134_jpg.rf.01317c7b08f199e2914aa19a3ad37bf0.jpg,384,384,trash,70,93,354,344
paper38_jpg.rf.e46b209ddf492b6b1994a61d8af71b1f.jpg,384,384,paper,0,39,384,384
paper368_jpg.rf.5f3ff8c5f665c67febb0cacbae6fbc48.jpg,384,384,paper,73,59,313,330
paper168_jpg.rf.0491939f9ed6a42880feca9ac0a1c805.jpg,384,384,paper,41,13,337,378
paper342_jpg.rf.073037be5db76bf934b5dcd5c00e5980.jpg,384,384,paper,0,0,361,384
glass336_jpg.rf.1c9e26571465801aecac2b348dec0ced.jpg,384,384,glass,25,27,355,306
paper197_jpg.rf.ae34a2e4a125c949e5a95501477dbb7a.jpg,384,384,paper,72,35,384,384
paper29_jpg.rf.3182acc269be7cb1f514163cd1536755.jpg,384,384,paper,0,26,384,384
paper141_jpg.rf.3440dbf48cd8896ebbb755e737e9efc6.jpg,384,384,paper,24,0,357,384
paper381_jpg.rf.4c8af8d3ec7cf733b6530e067e12d1b1.jpg,384,384,paper,0,0,384,371
paper195_jpg.rf.16ca900c8aae2e6e7cb94e68886a5157.jpg,384,384,paper,0,0,384,331
paper386_jpg.rf.e7b78ffadec16bfe5679c0e7b8c9a48c.jpg,384,384,paper,33,0,384,384
paper155_jpg.rf.81de750e2013d8762af747dd6ae985b7.jpg,384,384,paper,0,0,328,384
paper433_jpg.rf.c93189464ceb486036de33fec19ed370.jpg,384,384,paper,0,0,384,384
paper142_jpg.rf.fa9e96c47360decb538fc5c32190b04c.jpg,384,384,paper,0,19,373,383
cardboard266_jpg.rf.221575718b068136e1b1f0044bbdaa48.jpg,384,384,cardboard,0,0,384,384
